tDate,ImmunocompromisedTarget,ImmunocompromisedNew,ImmunocompromisedTotal,ImmunocompromisedInoculationRate,UnderlyingTarget,UnderlyingNew,UnderlyingTotal,UnderlyingInoculationRate,ConvalescentTarget,ConvalescentNew,ConvalescentTotal,ConvalescentInoculationRate,MentalhealthTarget,MentalhealthNew,MentalhealthTotal,MentalhealthInoculationRate,HomelessTarget,HomelessNew,HomelessTotal,HomelessInoculationRate,HandicappedTarget,HandicappedNew,HandicappedTotal,HandicappedInoculationRate
2022-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-19,1399238,3642,400393,28.6,0,676,676,0,526496,893,316495,60.1,71140,36,39071,54.9,0,0,0,0,0,0,0,0
2022-07-20,1399203,4537,404990,28.9,0,611,1330,,526839,2117,318686,60.5,71178,380,39451,55.4,0,0,0,0,0,0,0,0
2022-07-21,1399173,22036,410232,29.3,0,2092,2092,,527416,8781,321826,61,71210,1020,39738,55.8,0,0,0,0,0,0,0,0
2022-07-22,1399138,5349,415663,29.7,0,633,2766,,527912,2373,324623,61.5,71239,472,40265,56.5,0,0,0,0,0,0,0,0
2022-07-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-25,1399044,14196,429936,30.7,0,1484,4282,,528308,3041,327997,62.1,71433,243,40537,56.7,0,0,0,0,0,0,0,0
2022-07-26,1399086,4572,434539,31.1,,566,4854,,528681,1439,329713,62.4,71563,370,41046,57.4,0,0,0,0,0,0,0,0
2022-07-27,1397974,4523,438895,31.4,,529,5335,,526336,2570,331859,63.1,70875,586,41250,58.2,6944,7,1441,20.8,41698,285,2169,5.2
2022-07-28,1398119,32797,442892,31.7,,3833,5909,,526642,13274,335136,63.6,70900,2303,41738,58.9,6945,463,1853,26.7,41757,1073,2614,6.3
2022-07-29,1398226,3352,446303,31.9,,474,6400,,526832,2997,338504,64.3,70914,171,41942,59.1,6948,154,2011,28.9,41793,856,3476,8.3
2022-07-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-01,1398366,8118,454481,32.5,0,1015,7484,0,526967,2202,341217,64.8,70916,309,42307,59.7,6989,89,2120,30.3,41903,352,3828,9.1
2022-08-02,1398398,4228,458720,32.8,0,942,8426,0,527200,537,342000,64.9,70932,32,42464,59.9,6993,32,2152,30.8,42036,429,4337,10.3
2022-08-03,1398429,4706,463480,33.1,0,951,9398,0,527393,1564,343878,65.2,70997,395,42968,60.5,7002,299,2455,35.1,42069,891,5264,12.5
2022-08-04,1398243,24804,467778,33.5,0,4441,10367,0,527650,10165,346161,65.6,71001,1485,43370,61.1,7006,774,2641,37.7,42158,3594,6295,14.9
2022-08-05,1397684,3973,471816,33.8,0,889,11271,0,527810,1795,348127,66,71010,204,43650,61.5,7007,221,2862,40.8,42212,1580,7997,18.9
2022-08-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-08,1397442,9950,481821,34.5,0,2293,13595,0,527932,1794,350129,66.3,71013,400,44053,62,7012,155,3017,43,42230,1095,9169,21.7
2022-08-09,1397537,3679,485550,34.7,0,865,14460,0,528103,1082,351289,66.5,71312,77,44134,61.9,7014,170,3187,45.4,42281,671,9962,23.6
2022-08-10,1397575,3856,489458,35,0,725,15208,0,528365,1818,353260,66.9,71443,271,44503,62.3,7017,79,3266,46.5,42307,1132,11115,26.3
2022-08-11,1397425,25025,492889,35.3,0,5405,15790,0,528573,8842,355322,67.2,71422,1611,45060,63.1,7020,806,3447,49.1,42332,5562,11981,28.3
2022-08-12,1397487,2954,495870,35.5,0,590,16398,0,528726,1331,356728,67.5,71442,365,45469,63.6,7022,96,3544,50.5,42352,1083,13162,31.1
2022-08-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-16,1397650,7582,503506,36,0,1722,18136,0,528831,1331,358411,67.8,71500,482,45951,64.3,7022,172,3716,52.9,42365,1252,14623,34.5
2022-08-17,1397708,2679,506199,36.2,0,603,18748,0,528904,697,359237,67.9,71514,163,46114,64.5,7025,169,3885,55.3,42405,663,15394,36.3
2022-08-18,1397774,16287,509220,36.4,,3601,19411,,528996,4715,360384,68.1,71520,1417,46522,65,7028,646,4094,58.3,42454,4341,16421,38.7
2022-08-19,1397844,2806,512084,36.6,0,684,20104,0,529105,1446,361970,68.4,71545,188,46715,65.3,7031,349,4443,63.2,42403,922,17359,40.9
2022-08-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-22,1397947,6845,518948,37.1,0,1702,21817,0,529163,1256,363427,68.7,71558,266,46984,65.7,7023,216,4659,66.3,42377,1049,18436,43.5
2022-08-23,1400010,2145,521106,37.2,0,563,22384,0,529367,650,364263,68.8,71564,18,47006,65.7,7025,25,4684,66.7,42373,520,18979,44.8
2022-08-24,1400137,2109,523244,37.4,0,447,22845,0,529465,1003,365476,69,71569,49,47059,65.8,7026,125,4809,68.4,42330,682,19665,46.5
2022-08-25,1400182,15801,525086,37.5,0,3874,23298,0,529522,5580,366352,69.2,71580,783,47343,66.1,7028,874,4968,70.7,42339,3884,20321,48
2022-08-26,1400232,1740,526855,37.6,0,485,23807,0,529579,833,367357,69.4,71615,216,47563,66.4,7028,138,5106,72.7,42347,916,21345,50.4
2022-08-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-29,1400352,4330,531290,37.9,0,1258,25073,0,529606,879,368372,69.6,71618,152,47734,66.7,7028,18,5124,72.9,42386,665,22015,51.9
2022-08-30,1400407,1409,532706,38,0,427,25503,0,529653,399,368902,69.6,71744,110,47849,66.7,7028,6,5130,73,42391,339,22398,52.8
2022-08-31,1400467,1419,534141,38.1,0,307,25819,0,529680,633,369605,69.8,71746,165,48015,66.9,7028,20,5150,73.3,42402,590,22988,54.2
2022-09-01,1400496,10238,535364,38.2,0,2845,26169,0,531209,3552,370176,69.7,71796,776,48126,67,7062,193,5161,73.1,42449,3349,23782,56
2022-09-02,1400546,1024,536402,38.3,0,357,26533,0,531250,385,370733,69.8,71801,136,48278,67.2,7065,11,5172,73.2,42455,325,24238,57.1
2022-09-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-05,1400634,2441,538862,38.5,0,807,27347,0,531279,477,371300,69.9,71801,60,48475,67.5,7069,4,5176,73.2,42459,374,24617,58
2022-09-06,1400677,777,539649,38.5,0,302,27652,0,531320,432,371748,70,71805,51,48528,67.6,7062,3,5179,73.3,42466,246,24864,58.6
2022-09-07,1400701,672,540334,38.6,0,256,27918,0,531339,363,372135,70,71795,33,48561,67.6,7063,7,5186,73.4,42467,192,25057,59
2022-09-08,1400732,5641,541030,38.6,0,2052,28231,0,531251,1991,372383,70.1,71803,388,48668,67.8,7063,31,5192,73.5,42380,1299,25217,59.5
2022-09-09,1400753,682,541718,38.7,0,298,28534,0,531266,180,372628,70.1,71800,15,48683,67.8,7063,0,5192,73.5,42380,49,25288,59.7
2022-09-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-13,1400809,52,541784,38.7,0,62,28611,0,531267,4,372633,70.1,71800,0,48683,67.8,7063,0,5192,73.5,42380,4,25293,59.7
2022-09-14,1400852,567,542356,38.7,0,219,28833,0,531320,240,372894,70.2,71803,10,48694,67.8,7063,4,5196,73.6,42380,85,25378,59.9
2022-09-15,1400883,1964,543011,38.8,0,823,29054,0,531338,996,373473,70.3,71801,229,48899,68.1,7063,73,5265,74.5,42381,304,25543,60.3
2022-09-16,1400908,630,543652,38.8,0,198,29259,0,531322,449,374081,70.4,71806,64,48963,68.2,7081,7,5272,74.5,42381,212,25756,60.8
2022-09-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-19,1400961,1572,545236,38.9,0,491,29758,0,531343,431,374584,70.5,71804,20,49106,68.4,7080,6,5279,74.6,42382,103,25859,61
2022-09-20,1400990,586,545826,39,,182,29942,,531419,146,374745,70.5,71826,9,49119,68.4,7079,2,5281,74.6,42384,31,25890,61.1
2022-09-21,1400995,543,546376,39,,127,30072,,531502,215,375005,70.6,71852,48,49167,68.4,7084,9,5290,74.7,42383,164,26065,61.5
2022-09-22,1401024,3854,546886,39,,1142,30209,,531537,1654,375307,70.6,71852,179,49199,68.5,7084,26,5292,74.7,42383,693,26238,61.9
2022-09-23,1401052,549,547441,39.1,,164,30375,,531559,176,375575,70.7,71856,15,49216,68.5,7084,24,5316,75,42384,88,26328,62.1
2022-09-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-26,1401091,1026,548476,39.1,,380,30760,,531581,134,375742,70.7,71856,16,49232,68.5,7084,3,5319,75.1,42386,89,26417,62.3
2022-09-27,1401134,389,548869,39.2,,146,30906,,531585,101,375850,70.7,71863,11,49243,68.5,7085,2,5321,75.1,42389,116,26533,62.6
2022-09-28,1401163,370,549245,39.2,,110,31018,,531612,226,376093,70.7,71863,4,49247,68.5,7085,6,5327,75.2,42389,54,26587,62.7
2022-09-29,1401191,2741,549642,39.2,,954,31166,,531606,921,376339,70.8,71866,65,49266,68.6,7085,37,5329,75.2,42389,409,26649,62.9
2022-09-30,1401210,386,550035,39.3,,150,31319,,531609,116,376461,70.8,71868,19,49285,68.6,7084,5,5334,75.3,42391,16,26665,62.9
2022-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-04,1401257,844,550890,39.3,,295,31615,,532413,99,376562,70.7,71897,10,49299,68.6,7095,1,5335,75.2,42419,35,26705,63
2022-10-05,1401278,281,551174,39.3,,120,31736,,532421,59,376625,70.7,71901,8,49307,68.6,7095,2,5337,75.2,42419,20,26725,63
2022-10-06,1401293,1804,551459,39.4,,657,31827,,532439,337,376688,70.7,71902,52,49318,68.6,7095,10,5339,75.3,42419,128,26778,63.1
2022-10-07,1401319,317,551777,39.4,,115,31948,,532444,78,376771,70.8,71902,8,49327,68.6,7095,2,5341,75.3,42419,4,26782,63.1
2022-10-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-11,1401374,607,552389,39.4,0,274,32226,0,532493,101,376881,70.8,71899,10,49336,68.6,7095,1,5342,75.3,42419,60,26842,63.3
2022-10-12,1401418,218,552614,39.4,0,170,32403,0,532504,58,376942,70.8,71902,2,49339,68.6,7095,1,5343,75.3,42421,33,26877,63.4
2022-10-13,1401459,1343,552808,39.4,0,696,32532,0,532533,397,377099,70.8,71900,30,49350,68.6,7096,6,5345,75.3,42421,109,26887,63.4
2022-10-14,1401493,212,553021,39.5,0,135,32677,0,532540,83,377234,70.8,71902,11,49362,68.7,7096,0,5345,75.3,42421,10,26899,63.4
2022-10-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-17,1401544,451,553475,39.5,0,218,32898,0,532542,94,377351,70.9,71908,10,49372,68.7,7095,2,5348,75.4,42422,53,26952,63.5
2022-10-18,1401576,214,553694,39.5,0,101,33000,0,532540,16,377415,70.9,71909,3,49375,68.7,7095,1,5349,75.4,42423,11,26963,63.6
2022-10-19,1401595,198,553900,39.5,0,102,33105,0,532551,29,377462,70.9,71910,65,49441,68.8,7095,1,5350,75.4,42423,14,26979,63.6
2022-10-20,1401619,1307,554123,39.5,0,686,33230,0,532557,333,377512,70.9,71909,154,49505,68.8,7095,5,5351,75.4,42424,93,26982,63.6
2022-10-21,1401640,226,554355,39.6,0,155,33396,0,532558,59,377575,70.9,71916,64,49569,68.9,7095,0,5351,75.4,42424,9,26991,63.6
2022-10-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-24,1401678,538,554904,39.6,0,271,33677,0,532566,76,377670,70.9,71915,5,49575,68.9,7095,2,5353,75.4,42425,12,27003,63.6
